name;nodes;edges;edge_percentage;algorithm;k;independent_k;result;solution;elapsed_time;operations_count;solutions_count
graph_6_0.75.gml;6;11;0.75;greedy_v2;0.125;0;True;-1;4.040001658722758e-05;-1;-1
graph_6_0.75.gml;6;11;0.75;greedy_v2;0.25;1;True;(100, 6);6.499997107312083e-05;-1;-1
graph_6_0.75.gml;6;11;0.75;greedy_v2;0.5;3;True;(99, 95):(51, 100):(100, 6);9.53000271692872e-05;-1;-1
graph_6_0.75.gml;6;11;0.75;greedy_v2;0.75;4;False;-1;8.47000046633184e-05;-1;-1
graph_6_0.125.gml;6;1;0.125;greedy_v2;0.125;0;True;-1;2.4399952962994576e-05;-1;-1
graph_6_0.125.gml;6;1;0.125;greedy_v2;0.25;1;True;(100, 6);6.410002242773771e-05;-1;-1
graph_6_0.125.gml;6;1;0.125;greedy_v2;0.5;3;True;(63, 50):(30, 2):(100, 6);8.259998867288232e-05;-1;-1
graph_6_0.125.gml;6;1;0.125;greedy_v2;0.75;4;True;(63, 50):(30, 2):(51, 100):(100, 6);0.0001490999711677432;-1;-1
graph_7_0.5.gml;7;10;0.5;greedy_v2;0.125;0;True;-1;4.810001701116562e-05;-1;-1
graph_7_0.5.gml;7;10;0.5;greedy_v2;0.25;1;True;(11, 68);0.0001414999715052545;-1;-1
graph_7_0.5.gml;7;10;0.5;greedy_v2;0.5;3;True;(11, 68):(99, 95):(100, 6);0.00013660005060955882;-1;-1
graph_7_0.5.gml;7;10;0.5;greedy_v2;0.75;5;False;-1;0.00011490000179037452;-1;-1
graph_7_0.25.gml;7;5;0.25;greedy_v2;0.125;0;True;-1;3.249995643272996e-05;-1;-1
graph_7_0.25.gml;7;5;0.25;greedy_v2;0.25;1;True;(11, 68);6.400002166628838e-05;-1;-1
graph_7_0.25.gml;7;5;0.25;greedy_v2;0.5;3;True;(11, 68):(99, 95):(100, 6);8.679996244609356e-05;-1;-1
graph_7_0.25.gml;7;5;0.25;greedy_v2;0.75;5;False;-1;8.979998528957367e-05;-1;-1
graph_7_0.75.gml;7;15;0.75;greedy_v2;0.125;0;True;-1;4.640000406652689e-05;-1;-1
graph_7_0.75.gml;7;15;0.75;greedy_v2;0.25;1;True;(11, 68);0.00010689999908208847;-1;-1
graph_7_0.75.gml;7;15;0.75;greedy_v2;0.5;3;True;(11, 68):(99, 95):(100, 6);0.00012320000678300858;-1;-1
graph_7_0.75.gml;7;15;0.75;greedy_v2;0.75;5;False;-1;0.00012579996837303042;-1;-1
graph_7_0.125.gml;7;2;0.125;greedy_v2;0.125;0;True;-1;2.7200032491236925e-05;-1;-1
graph_7_0.125.gml;7;2;0.125;greedy_v2;0.25;1;True;(11, 68);5.8999983593821526e-05;-1;-1
graph_7_0.125.gml;7;2;0.125;greedy_v2;0.5;3;True;(11, 68):(99, 95):(51, 100);9.169999975711107e-05;-1;-1
graph_7_0.125.gml;7;2;0.125;greedy_v2;0.75;5;True;(11, 68):(100, 6):(51, 100):(99, 95):(30, 2);9.680003859102726e-05;-1;-1
graph_8_0.5.gml;8;14;0.5;greedy_v2;0.125;1;True;(51, 100);7.33000342734158e-05;-1;-1
graph_8_0.5.gml;8;14;0.5;greedy_v2;0.25;2;True;(1, 29):(51, 100);8.760002674534917e-05;-1;-1
graph_8_0.5.gml;8;14;0.5;greedy_v2;0.5;4;True;(11, 68):(1, 29):(51, 100):(99, 95);0.00011930003529414535;-1;-1
graph_8_0.5.gml;8;14;0.5;greedy_v2;0.75;6;False;-1;0.0001132000470533967;-1;-1
graph_8_0.25.gml;8;7;0.25;greedy_v2;0.125;1;True;(51, 100);6.220000796020031e-05;-1;-1
graph_8_0.25.gml;8;7;0.25;greedy_v2;0.25;2;True;(1, 29):(51, 100);8.299999171867967e-05;-1;-1
graph_8_0.25.gml;8;7;0.25;greedy_v2;0.5;4;True;(11, 68):(1, 29):(51, 100):(100, 6);0.00020080001559108496;-1;-1
graph_8_0.25.gml;8;7;0.25;greedy_v2;0.75;6;False;-1;0.00012209999840706587;-1;-1
graph_8_0.75.gml;8;21;0.75;greedy_v2;0.125;1;True;(99, 95);0.00011190003715455532;-1;-1
graph_8_0.75.gml;8;21;0.75;greedy_v2;0.25;2;True;(99, 95):(1, 29);0.00015410000924021006;-1;-1
graph_8_0.75.gml;8;21;0.75;greedy_v2;0.5;4;False;-1;0.0001648000325076282;-1;-1
graph_8_0.75.gml;8;21;0.75;greedy_v2;0.75;6;False;-1;0.00016529997810721397;-1;-1
graph_8_0.125.gml;8;3;0.125;greedy_v2;0.125;1;True;(11, 68);7.16999638825655e-05;-1;-1
graph_8_0.125.gml;8;3;0.125;greedy_v2;0.25;2;True;(11, 68):(99, 95);7.789995288476348e-05;-1;-1
graph_8_0.125.gml;8;3;0.125;greedy_v2;0.5;4;True;(11, 68):(99, 95):(51, 100):(63, 50);0.00011389999417588115;-1;-1
graph_8_0.125.gml;8;3;0.125;greedy_v2;0.75;6;True;(11, 68):(99, 58):(63, 50):(51, 100):(99, 95):(30, 2);0.00012589996913447976;-1;-1
graph_9_0.5.gml;9;18;0.5;greedy_v2;0.125;1;True;(100, 6);8.300004992634058e-05;-1;-1
graph_9_0.5.gml;9;18;0.5;greedy_v2;0.25;2;True;(64, 8):(100, 6);0.00010279996786266565;-1;-1
graph_9_0.5.gml;9;18;0.5;greedy_v2;0.5;4;True;(63, 50):(64, 8):(99, 58):(100, 6);0.00012610002886503935;-1;-1
graph_9_0.5.gml;9;18;0.5;greedy_v2;0.75;6;False;-1;0.00011769996490329504;-1;-1
graph_9_0.25.gml;9;9;0.25;greedy_v2;0.125;1;True;(99, 95);0.00010740000288933516;-1;-1
graph_9_0.25.gml;9;9;0.25;greedy_v2;0.25;2;True;(99, 95):(100, 6);8.900003740563989e-05;-1;-1
graph_9_0.25.gml;9;9;0.25;greedy_v2;0.5;4;True;(99, 95):(99, 58):(100, 6):(30, 2);0.00012159999459981918;-1;-1
graph_9_0.25.gml;9;9;0.25;greedy_v2;0.75;6;False;-1;0.00013489997945725918;-1;-1
graph_9_0.75.gml;9;27;0.75;greedy_v2;0.125;1;True;(100, 6);0.00010679999832063913;-1;-1
graph_9_0.75.gml;9;27;0.75;greedy_v2;0.25;2;True;(99, 58):(100, 6);0.0001262999721802771;-1;-1
graph_9_0.75.gml;9;27;0.75;greedy_v2;0.5;4;False;-1;0.00013020000187680125;-1;-1
graph_9_0.75.gml;9;27;0.75;greedy_v2;0.75;6;False;-1;0.00012169999536126852;-1;-1
graph_9_0.125.gml;9;4;0.125;greedy_v2;0.125;1;True;(99, 95);0.00011630001245066524;-1;-1
graph_9_0.125.gml;9;4;0.125;greedy_v2;0.25;2;True;(99, 95):(99, 58);8.710002293810248e-05;-1;-1
graph_9_0.125.gml;9;4;0.125;greedy_v2;0.5;4;True;(99, 95):(1, 29):(99, 58):(100, 6);0.0001278999843634665;-1;-1
graph_9_0.125.gml;9;4;0.125;greedy_v2;0.75;6;True;(99, 58):(1, 29):(100, 6):(51, 100):(99, 95):(30, 2);0.00015590002294629812;-1;-1
graph_10_0.5.gml;10;22;0.5;greedy_v2;0.125;1;True;(64, 8);8.890003664419055e-05;-1;-1
graph_10_0.5.gml;10;22;0.5;greedy_v2;0.25;2;True;(99, 95):(64, 8);0.00011769996490329504;-1;-1
graph_10_0.5.gml;10;22;0.5;greedy_v2;0.5;5;False;-1;0.00018470000941306353;-1;-1
graph_10_0.5.gml;10;22;0.5;greedy_v2;0.75;7;False;-1;0.00018720002844929695;-1;-1
graph_10_0.25.gml;10;11;0.25;greedy_v2;0.125;1;True;(63, 50);0.00012039998546242714;-1;-1
graph_10_0.25.gml;10;11;0.25;greedy_v2;0.25;2;True;(63, 50):(64, 8);0.00010609999299049377;-1;-1
graph_10_0.25.gml;10;11;0.25;greedy_v2;0.5;5;True;(1, 29):(100, 6):(63, 50):(99, 95):(64, 8);0.00014760001795366406;-1;-1
graph_10_0.25.gml;10;11;0.25;greedy_v2;0.75;7;False;-1;0.00016150000737980008;-1;-1
graph_10_0.75.gml;10;33;0.75;greedy_v2;0.125;1;True;(64, 8);0.00010930001735687256;-1;-1
graph_10_0.75.gml;10;33;0.75;greedy_v2;0.25;2;True;(100, 6):(64, 8);0.00012179999612271786;-1;-1
graph_10_0.75.gml;10;33;0.75;greedy_v2;0.5;5;False;-1;0.00016289995983242989;-1;-1
graph_10_0.75.gml;10;33;0.75;greedy_v2;0.75;7;False;-1;0.00012079998850822449;-1;-1
graph_10_0.125.gml;10;5;0.125;greedy_v2;0.125;1;True;(100, 6);8.00999696366489e-05;-1;-1
graph_10_0.125.gml;10;5;0.125;greedy_v2;0.25;2;True;(99, 95):(100, 6);0.00010190001921728253;-1;-1
graph_10_0.125.gml;10;5;0.125;greedy_v2;0.5;5;True;(99, 58):(1, 29):(100, 6):(63, 50):(99, 95);0.00014180003199726343;-1;-1
graph_10_0.125.gml;10;5;0.125;greedy_v2;0.75;7;True;(11, 68):(99, 58):(1, 29):(100, 6):(63, 50):(51, 100):(99, 95);0.00016029999824240804;-1;-1
graph_11_0.5.gml;11;27;0.5;greedy_v2;0.125;1;True;(63, 50);0.00020599999697878957;-1;-1
graph_11_0.5.gml;11;27;0.5;greedy_v2;0.25;2;True;(63, 50):(33, 37);0.00013299996498972178;-1;-1
graph_11_0.5.gml;11;27;0.5;greedy_v2;0.5;5;False;-1;0.0001477000187151134;-1;-1
graph_11_0.5.gml;11;27;0.5;greedy_v2;0.75;8;False;-1;0.0001677999971434474;-1;-1
graph_11_0.25.gml;11;13;0.25;greedy_v2;0.125;1;True;(30, 2);0.00010339997243136168;-1;-1
graph_11_0.25.gml;11;13;0.25;greedy_v2;0.25;2;True;(30, 2):(1, 29);0.00010190001921728253;-1;-1
graph_11_0.25.gml;11;13;0.25;greedy_v2;0.5;5;True;(11, 68):(1, 29):(1, 100):(99, 95):(30, 2);0.00016350002260878682;-1;-1
graph_11_0.25.gml;11;13;0.25;greedy_v2;0.75;8;False;-1;0.00014929997269064188;-1;-1
graph_11_0.75.gml;11;41;0.75;greedy_v2;0.125;1;True;(63, 50);0.00014130002819001675;-1;-1
graph_11_0.75.gml;11;41;0.75;greedy_v2;0.25;2;True;(63, 50):(100, 6);0.00022350001381710172;-1;-1
graph_11_0.75.gml;11;41;0.75;greedy_v2;0.5;5;False;-1;0.00024149997625499964;-1;-1
graph_11_0.75.gml;11;41;0.75;greedy_v2;0.75;8;False;-1;0.0002163999597541988;-1;-1
graph_11_0.125.gml;11;6;0.125;greedy_v2;0.125;1;True;(30, 2);8.979998528957367e-05;-1;-1
graph_11_0.125.gml;11;6;0.125;greedy_v2;0.25;2;True;(63, 50):(30, 2);0.00010569998994469643;-1;-1
graph_11_0.125.gml;11;6;0.125;greedy_v2;0.5;5;True;(99, 95):(63, 50):(51, 100):(1, 100):(30, 2);0.0001566999708302319;-1;-1
graph_11_0.125.gml;11;6;0.125;greedy_v2;0.75;8;True;(99, 95):(11, 68):(99, 58):(1, 29):(63, 50):(51, 100):(1, 100):(30, 2);0.00020429998403415084;-1;-1
graph_12_0.5.gml;12;33;0.5;greedy_v2;0.125;1;True;(99, 58);0.00011219998123124242;-1;-1
graph_12_0.5.gml;12;33;0.5;greedy_v2;0.25;3;True;(99, 95):(51, 100):(99, 58);0.00016439997125416994;-1;-1
graph_12_0.5.gml;12;33;0.5;greedy_v2;0.5;6;False;-1;0.00019300001440569758;-1;-1
graph_12_0.5.gml;12;33;0.5;greedy_v2;0.75;9;False;-1;0.00016170000890269876;-1;-1
graph_12_0.25.gml;12;16;0.25;greedy_v2;0.125;1;True;(1, 29);0.00015929999062791467;-1;-1
graph_12_0.25.gml;12;16;0.25;greedy_v2;0.25;3;True;(11, 68):(1, 29):(99, 58);0.0001406000228598714;-1;-1
graph_12_0.25.gml;12;16;0.25;greedy_v2;0.5;6;True;(11, 68):(99, 95):(99, 58):(33, 37):(1, 29):(30, 2);0.00018070003716275096;-1;-1
graph_12_0.25.gml;12;16;0.25;greedy_v2;0.75;9;False;-1;0.0001962999813258648;-1;-1
graph_12_0.75.gml;12;49;0.75;greedy_v2;0.125;1;True;(99, 58);0.0002077000099234283;-1;-1
graph_12_0.75.gml;12;49;0.75;greedy_v2;0.25;3;True;(63, 50):(1, 29):(99, 58);0.00018540001474320889;-1;-1
graph_12_0.75.gml;12;49;0.75;greedy_v2;0.5;6;False;-1;0.00020250002853572369;-1;-1
graph_12_0.75.gml;12;49;0.75;greedy_v2;0.75;9;False;-1;0.0001852000132203102;-1;-1
graph_12_0.125.gml;12;8;0.125;greedy_v2;0.125;1;True;(99, 95);7.960002403706312e-05;-1;-1
graph_12_0.125.gml;12;8;0.125;greedy_v2;0.25;3;True;(99, 95):(51, 100):(100, 6);0.0001647999742999673;-1;-1
graph_12_0.125.gml;12;8;0.125;greedy_v2;0.5;6;True;(99, 58):(1, 29):(100, 6):(51, 100):(1, 100):(99, 95);0.00021190004190430045;-1;-1
graph_12_0.125.gml;12;8;0.125;greedy_v2;0.75;9;False;-1;0.00030529999639838934;-1;-1
graph_13_0.5.gml;13;39;0.5;greedy_v2;0.125;1;True;(33, 37);0.00016340002184733748;-1;-1
graph_13_0.5.gml;13;39;0.5;greedy_v2;0.25;3;True;(63, 50):(33, 37):(1, 100);0.0002530000056140125;-1;-1
graph_13_0.5.gml;13;39;0.5;greedy_v2;0.5;6;False;-1;0.0001821999903768301;-1;-1
graph_13_0.5.gml;13;39;0.5;greedy_v2;0.75;9;False;-1;0.00022230000467970967;-1;-1
graph_13_0.25.gml;13;19;0.25;greedy_v2;0.125;1;True;(51, 100);0.00010080001084133983;-1;-1
graph_13_0.25.gml;13;19;0.25;greedy_v2;0.25;3;True;(63, 50):(51, 100):(33, 37);0.0002150999498553574;-1;-1
graph_13_0.25.gml;13;19;0.25;greedy_v2;0.5;6;True;(11, 68):(63, 50):(51, 100):(33, 37):(30, 2):(64, 8);0.0002264000358991325;-1;-1
graph_13_0.25.gml;13;19;0.25;greedy_v2;0.75;9;False;-1;0.00018850003834813833;-1;-1
graph_13_0.75.gml;13;58;0.75;greedy_v2;0.125;1;True;(33, 37);0.00015300000086426735;-1;-1
graph_13_0.75.gml;13;58;0.75;greedy_v2;0.25;3;True;(99, 95):(33, 37):(30, 2);0.0001946999691426754;-1;-1
graph_13_0.75.gml;13;58;0.75;greedy_v2;0.5;6;False;-1;0.0001778999576345086;-1;-1
graph_13_0.75.gml;13;58;0.75;greedy_v2;0.75;9;False;-1;0.00024770002346485853;-1;-1
graph_13_0.125.gml;13;9;0.125;greedy_v2;0.125;1;True;(1, 29);0.0001142999972216785;-1;-1
graph_13_0.125.gml;13;9;0.125;greedy_v2;0.25;3;True;(63, 50):(1, 29):(33, 37);0.00020509999012574553;-1;-1
graph_13_0.125.gml;13;9;0.125;greedy_v2;0.5;6;True;(11, 68):(41, 72):(63, 50):(51, 100):(33, 37):(1, 29);0.0002788999699987471;-1;-1
graph_13_0.125.gml;13;9;0.125;greedy_v2;0.75;9;True;(11, 68):(99, 95):(41, 72):(63, 50):(51, 100):(33, 37):(1, 29):(64, 8):(30, 2);0.00034089997643604875;-1;-1
graph_14_0.5.gml;14;45;0.5;greedy_v2;0.125;1;True;(64, 8);0.00016820000018924475;-1;-1
graph_14_0.5.gml;14;45;0.5;greedy_v2;0.25;3;True;(30, 2):(84, 31):(64, 8);0.0003505999920889735;-1;-1
graph_14_0.5.gml;14;45;0.5;greedy_v2;0.5;7;False;-1;0.00029450003057718277;-1;-1
graph_14_0.5.gml;14;45;0.5;greedy_v2;0.75;10;False;-1;0.00032140000257641077;-1;-1
graph_14_0.25.gml;14;22;0.25;greedy_v2;0.125;1;True;(100, 6);0.0001960000372491777;-1;-1
graph_14_0.25.gml;14;22;0.25;greedy_v2;0.25;3;True;(99, 95):(51, 100):(100, 6);0.0002584999892860651;-1;-1
graph_14_0.25.gml;14;22;0.25;greedy_v2;0.5;7;True;(11, 68):(100, 6):(51, 100):(33, 37):(99, 95):(64, 8):(30, 2);0.00033249997068196535;-1;-1
graph_14_0.25.gml;14;22;0.25;greedy_v2;0.75;10;False;-1;0.0003203999949619174;-1;-1
graph_14_0.75.gml;14;68;0.75;greedy_v2;0.125;1;True;(64, 8);0.0002201999886892736;-1;-1
graph_14_0.75.gml;14;68;0.75;greedy_v2;0.25;3;True;(100, 6):(30, 2):(64, 8);0.00031560001662001014;-1;-1
graph_14_0.75.gml;14;68;0.75;greedy_v2;0.5;7;False;-1;0.00028199999360367656;-1;-1
graph_14_0.75.gml;14;68;0.75;greedy_v2;0.75;10;False;-1;0.0003467000206001103;-1;-1
graph_14_0.125.gml;14;11;0.125;greedy_v2;0.125;1;True;(100, 6);0.00014160003047436476;-1;-1
graph_14_0.125.gml;14;11;0.125;greedy_v2;0.25;3;True;(1, 29):(64, 8):(100, 6);0.00014780001947656274;-1;-1
graph_14_0.125.gml;14;11;0.125;greedy_v2;0.5;7;True;(11, 68):(41, 72):(1, 29):(100, 6):(99, 95):(64, 8):(30, 2);0.00032379996264353395;-1;-1
graph_14_0.125.gml;14;11;0.125;greedy_v2;0.75;10;False;-1;0.0002883000415749848;-1;-1
graph_15_0.5.gml;15;52;0.5;greedy_v2;0.125;1;True;(64, 8);0.00020950002362951636;-1;-1
graph_15_0.5.gml;15;52;0.5;greedy_v2;0.25;3;True;(11, 68):(41, 72):(64, 8);0.00035399995977059007;-1;-1
graph_15_0.5.gml;15;52;0.5;greedy_v2;0.5;7;False;-1;0.000332399969920516;-1;-1
graph_15_0.5.gml;15;52;0.5;greedy_v2;0.75;11;False;-1;0.00028029998065903783;-1;-1
graph_15_0.25.gml;15;26;0.25;greedy_v2;0.125;1;True;(30, 2);0.00014940003165975213;-1;-1
graph_15_0.25.gml;15;26;0.25;greedy_v2;0.25;3;True;(11, 68):(30, 2):(72, 79);0.00019539997447282076;-1;-1
graph_15_0.25.gml;15;26;0.25;greedy_v2;0.5;7;True;(11, 68):(99, 95):(72, 79):(3, 1):(51, 100):(1, 100):(30, 2);0.000332099967636168;-1;-1
graph_15_0.25.gml;15;26;0.25;greedy_v2;0.75;11;False;-1;0.00025589996948838234;-1;-1
graph_15_0.75.gml;15;78;0.75;greedy_v2;0.125;1;True;(84, 31);0.0003209999995306134;-1;-1
graph_15_0.75.gml;15;78;0.75;greedy_v2;0.25;3;True;(11, 68):(84, 31):(100, 6);0.00032759999157860875;-1;-1
graph_15_0.75.gml;15;78;0.75;greedy_v2;0.5;7;False;-1;0.00030200002947822213;-1;-1
graph_15_0.75.gml;15;78;0.75;greedy_v2;0.75;11;False;-1;0.00030719995265826583;-1;-1
graph_15_0.125.gml;15;13;0.125;greedy_v2;0.125;1;True;(99, 95);0.00012129999231547117;-1;-1
graph_15_0.125.gml;15;13;0.125;greedy_v2;0.25;3;True;(99, 95):(72, 79):(30, 2);0.0001905999961309135;-1;-1
graph_15_0.125.gml;15;13;0.125;greedy_v2;0.5;7;True;(11, 68):(72, 79):(41, 72):(1, 29):(51, 100):(99, 95):(30, 2);0.00030289997812360525;-1;-1
graph_15_0.125.gml;15;13;0.125;greedy_v2;0.75;11;False;-1;0.00030399998649954796;-1;-1
graph_16_0.5.gml;16;60;0.5;greedy_v2;0.125;2;True;(33, 37):(99, 58);0.0002862000255845487;-1;-1
graph_16_0.5.gml;16;60;0.5;greedy_v2;0.25;4;True;(1, 29):(72, 79):(33, 37):(99, 58);0.0003893999964930117;-1;-1
graph_16_0.5.gml;16;60;0.5;greedy_v2;0.5;8;False;-1;0.0003367000026628375;-1;-1
graph_16_0.5.gml;16;60;0.5;greedy_v2;0.75;12;False;-1;0.0003836999530903995;-1;-1
graph_16_0.25.gml;16;30;0.25;greedy_v2;0.125;2;True;(30, 2):(84, 31);0.00020759995095431805;-1;-1
graph_16_0.25.gml;16;30;0.25;greedy_v2;0.25;4;True;(30, 2):(84, 31):(1, 29):(100, 6);0.0002427000436000526;-1;-1
graph_16_0.25.gml;16;30;0.25;greedy_v2;0.5;8;False;-1;0.0002734000445343554;-1;-1
graph_16_0.25.gml;16;30;0.25;greedy_v2;0.75;12;False;-1;0.0003656999906525016;-1;-1
graph_16_0.75.gml;16;90;0.75;greedy_v2;0.125;2;True;(30, 2):(84, 31);0.0003121999907307327;-1;-1
graph_16_0.75.gml;16;90;0.75;greedy_v2;0.25;4;False;-1;0.00031699996907263994;-1;-1
graph_16_0.75.gml;16;90;0.75;greedy_v2;0.5;8;False;-1;0.0003025000332854688;-1;-1
graph_16_0.75.gml;16;90;0.75;greedy_v2;0.75;12;False;-1;0.0003323000273667276;-1;-1
graph_16_0.125.gml;16;15;0.125;greedy_v2;0.125;2;True;(30, 2):(99, 58);0.00017280003521591425;-1;-1
graph_16_0.125.gml;16;15;0.125;greedy_v2;0.25;4;True;(99, 95):(30, 2):(99, 58):(100, 6);0.00023599999258294702;-1;-1
graph_16_0.125.gml;16;15;0.125;greedy_v2;0.5;8;True;(11, 68):(99, 58):(3, 1):(1, 29):(100, 6):(99, 95):(84, 31):(30, 2);0.0003347999881953001;-1;-1
graph_16_0.125.gml;16;15;0.125;greedy_v2;0.75;12;False;-1;0.00036070001078769565;-1;-1
graph_17_0.5.gml;17;68;0.5;greedy_v2;0.125;2;True;(63, 50):(84, 31);0.0003527000080794096;-1;-1
graph_17_0.5.gml;17;68;0.5;greedy_v2;0.25;4;True;(63, 50):(30, 2):(84, 31):(3, 1);0.0003436999977566302;-1;-1
graph_17_0.5.gml;17;68;0.5;greedy_v2;0.5;8;False;-1;0.0003801000420935452;-1;-1
graph_17_0.5.gml;17;68;0.5;greedy_v2;0.75;12;False;-1;0.0003388000186532736;-1;-1
graph_17_0.25.gml;17;34;0.25;greedy_v2;0.125;2;True;(63, 50):(64, 8);0.0001799999736249447;-1;-1
graph_17_0.25.gml;17;34;0.25;greedy_v2;0.25;4;True;(63, 50):(84, 31):(3, 1):(64, 8);0.0002688000095076859;-1;-1
graph_17_0.25.gml;17;34;0.25;greedy_v2;0.5;8;True;(72, 79):(3, 1):(63, 50):(51, 100):(1, 100):(27, 93):(84, 31):(64, 8);0.0003446000046096742;-1;-1
graph_17_0.25.gml;17;34;0.25;greedy_v2;0.75;12;False;-1;0.0003381000133231282;-1;-1
graph_17_0.75.gml;17;102;0.75;greedy_v2;0.125;2;True;(3, 1):(72, 79);0.00042260001646354795;-1;-1
graph_17_0.75.gml;17;102;0.75;greedy_v2;0.25;4;False;-1;0.0003215000033378601;-1;-1
graph_17_0.75.gml;17;102;0.75;greedy_v2;0.5;8;False;-1;0.0003462000167928636;-1;-1
graph_17_0.75.gml;17;102;0.75;greedy_v2;0.75;12;False;-1;0.00034439994487911463;-1;-1
graph_17_0.125.gml;17;17;0.125;greedy_v2;0.125;2;True;(27, 93):(41, 72);0.0001718999701552093;-1;-1
