Graph,Number of Nodes,Edge Percentage,Number of Edges,k,kn,Iterations,Repetitions,Total Time,Average Repetition Time,Success Count,Success Probability,Success,Min Success Iteration,Max Success Iteration,Average Success Iteration,Average Iterations,Vertices
graph_151209238445,65,33.31730769230769,693,0.75,48,10000,10,7.910013400003663,0.7910013400003664,0,0.0,False,,,,10000.0,
graph_151209247709,70,24.96894409937888,603,0.125,8,50,10,0.04539109997858759,0.004539109997858759,0,0.0,False,,,,50.0,
graph_151209247709,70,24.96894409937888,603,0.125,8,100,10,0.08012129997950979,0.008012129997950979,0,0.0,False,,,,100.0,
graph_151209247709,70,24.96894409937888,603,0.125,8,500,10,0.33047100000840146,0.03304710000084014,2,0.2,True,290.0,398.0,344.0,468.8,"[1, 51, 19, 61, 58, 47, 4, 50]"
graph_151209247709,70,24.96894409937888,603,0.125,8,1000,10,0.5874241999845253,0.05874241999845253,3,0.3,True,290.0,814.0,500.6666666666667,850.2,"[20, 12, 16, 7, 27, 69, 11, 40]"
graph_151209247709,70,24.96894409937888,603,0.125,8,2500,10,1.1355785999912769,0.11355785999912768,6,0.6,True,290.0,2019.0,1070.3333333333333,1642.2,"[56, 49, 0, 14, 15, 68, 57, 60]"
graph_151209247709,70,24.96894409937888,603,0.125,8,5000,10,1.7400542999967001,0.17400542999967,8,0.8,True,290.0,4871.0,1862.5,2490.0,"[56, 49, 0, 14, 15, 68, 57, 60]"
graph_151209247709,70,24.96894409937888,603,0.125,8,7500,10,2.0946992999815848,0.20946992999815847,8,0.8,True,290.0,4871.0,1862.5,2990.0,"[56, 49, 0, 14, 15, 68, 57, 60]"
graph_151209247709,70,24.96894409937888,603,0.125,8,10000,10,2.305676299991319,0.23056762999913188,9,0.9,True,290.0,7913.0,2534.777777777778,3281.3,"[56, 49, 0, 14, 15, 68, 57, 60]"
graph_151209247709,70,24.96894409937888,603,0.25,17,50,10,0.07893229999172036,0.007893229999172035,0,0.0,False,,,,50.0,
graph_151209247709,70,24.96894409937888,603,0.25,17,100,10,0.11349100001098122,0.011349100001098122,0,0.0,False,,,,100.0,
graph_151209247709,70,24.96894409937888,603,0.25,17,500,10,0.38779449998401105,0.038779449998401105,0,0.0,False,,,,500.0,
graph_151209247709,70,24.96894409937888,603,0.25,17,1000,10,0.7381486999656772,0.07381486999656772,0,0.0,False,,,,1000.0,
graph_151209247709,70,24.96894409937888,603,0.25,17,2500,10,1.7890480999922147,0.17890480999922148,0,0.0,False,,,,2500.0,
graph_151209247709,70,24.96894409937888,603,0.25,17,5000,10,3.55707879998954,0.35570787999895404,0,0.0,False,,,,5000.0,
graph_151209247709,70,24.96894409937888,603,0.25,17,7500,10,5.310259599980782,0.5310259599980782,0,0.0,False,,,,7500.0,
graph_151209247709,70,24.96894409937888,603,0.25,17,10000,10,7.164731399985612,0.7164731399985612,0,0.0,False,,,,10000.0,
graph_151209247709,70,24.96894409937888,603,0.5,35,50,10,0.14420749999408145,0.014420749999408145,0,0.0,False,,,,50.0,
graph_151209247709,70,24.96894409937888,603,0.5,35,100,10,0.18412810000882018,0.01841281000088202,0,0.0,False,,,,100.0,
graph_151209247709,70,24.96894409937888,603,0.5,35,500,10,0.4792125000094529,0.04792125000094529,0,0.0,False,,,,500.0,
graph_151209247709,70,24.96894409937888,603,0.5,35,1000,10,0.8555510000005597,0.08555510000005598,0,0.0,False,,,,1000.0,
graph_151209247709,70,24.96894409937888,603,0.5,35,2500,10,1.968265400006203,0.1968265400006203,0,0.0,False,,,,2500.0,
graph_151209247709,70,24.96894409937888,603,0.5,35,5000,10,3.8825811999995494,0.38825811999995496,0,0.0,False,,,,5000.0,
graph_151209247709,70,24.96894409937888,603,0.5,35,7500,10,5.711381599991,0.5711381599991,0,0.0,False,,,,7500.0,
graph_151209247709,70,24.96894409937888,603,0.5,35,10000,10,7.635374299978139,0.7635374299978139,0,0.0,False,,,,10000.0,
graph_151209247709,70,24.96894409937888,603,0.75,52,50,10,0.15807109999877866,0.015807109999877868,0,0.0,False,,,,50.0,
graph_151209247709,70,24.96894409937888,603,0.75,52,100,10,0.1951412999915192,0.01951412999915192,0,0.0,False,,,,100.0,
graph_151209247709,70,24.96894409937888,603,0.75,52,500,10,0.4935574999835808,0.04935574999835808,0,0.0,False,,,,500.0,
graph_151209247709,70,24.96894409937888,603,0.75,52,1000,10,0.8731463000149233,0.08731463000149234,0,0.0,False,,,,1000.0,
graph_151209247709,70,24.96894409937888,603,0.75,52,2500,10,2.0230562999931863,0.20230562999931861,0,0.0,False,,,,2500.0,
graph_151209247709,70,24.96894409937888,603,0.75,52,5000,10,3.948749700022745,0.3948749700022745,0,0.0,False,,,,5000.0,
graph_151209247709,70,24.96894409937888,603,0.75,52,7500,10,5.819853299981332,0.5819853299981332,0,0.0,False,,,,7500.0,
graph_151209247709,70,24.96894409937888,603,0.75,52,10000,10,7.846376999994391,0.7846376999994391,0,0.0,False,,,,10000.0,
graph_151209246401,75,33.33333333333333,925,0.125,9,50,10,0.06537030002800748,0.006537030002800748,0,0.0,False,,,,50.0,
graph_151209246401,75,33.33333333333333,925,0.125,9,100,10,0.09716569999000058,0.009716569999000058,0,0.0,False,,,,100.0,
graph_151209246401,75,33.33333333333333,925,0.125,9,500,10,0.35949829999299254,0.03594982999929926,0,0.0,False,,,,500.0,
graph_151209246401,75,33.33333333333333,925,0.125,9,1000,10,0.6815117999940412,0.06815117999940412,0,0.0,False,,,,1000.0,
graph_151209246401,75,33.33333333333333,925,0.125,9,2500,10,1.6495086000068113,0.16495086000068113,0,0.0,False,,,,2500.0,
graph_151209246401,75,33.33333333333333,925,0.125,9,5000,10,3.4253701000125147,0.3425370100012515,0,0.0,False,,,,5000.0,
graph_151209246401,75,33.33333333333333,925,0.125,9,7500,10,5.023940800005221,0.5023940800005221,0,0.0,False,,,,7500.0,
graph_151209246401,75,33.33333333333333,925,0.125,9,10000,10,6.639571800027625,0.6639571800027625,0,0.0,False,,,,10000.0,
graph_151209246401,75,33.33333333333333,925,0.25,18,50,10,0.08134289999725297,0.008134289999725297,0,0.0,False,,,,50.0,
graph_151209246401,75,33.33333333333333,925,0.25,18,100,10,0.11504669998248573,0.011504669998248573,0,0.0,False,,,,100.0,
graph_151209246401,75,33.33333333333333,925,0.25,18,500,10,0.38817599999310914,0.03881759999931091,0,0.0,False,,,,500.0,
graph_151209246401,75,33.33333333333333,925,0.25,18,1000,10,0.7382053999899654,0.07382053999899654,0,0.0,False,,,,1000.0,
graph_151209246401,75,33.33333333333333,925,0.25,18,2500,10,1.8065867999976035,0.18065867999976035,0,0.0,False,,,,2500.0,
graph_151209246401,75,33.33333333333333,925,0.25,18,5000,10,3.615546800006996,0.36155468000069957,0,0.0,False,,,,5000.0,
graph_151209246401,75,33.33333333333333,925,0.25,18,7500,10,5.393541699973866,0.5393541699973866,0,0.0,False,,,,7500.0,
graph_151209246401,75,33.33333333333333,925,0.25,18,10000,10,7.28906179999467,0.7289061799994669,0,0.0,False,,,,10000.0,
graph_151209246401,75,33.33333333333333,925,0.5,37,50,10,0.14224379995721392,0.014224379995721393,0,0.0,False,,,,50.0,
graph_151209246401,75,33.33333333333333,925,0.5,37,100,10,0.17983969998022076,0.017983969998022077,0,0.0,False,,,,100.0,
graph_151209246401,75,33.33333333333333,925,0.5,37,500,10,0.4786444999772357,0.04786444999772357,0,0.0,False,,,,500.0,
graph_151209246401,75,33.33333333333333,925,0.5,37,1000,10,0.8614647999638692,0.08614647999638692,0,0.0,False,,,,1000.0,
graph_151209246401,75,33.33333333333333,925,0.5,37,2500,10,2.0024774999765214,0.20024774999765213,0,0.0,False,,,,2500.0,
graph_151209246401,75,33.33333333333333,925,0.5,37,5000,10,3.98515639998368,0.398515639998368,0,0.0,False,,,,5000.0,
graph_151209246401,75,33.33333333333333,925,0.5,37,7500,10,5.891378399974201,0.5891378399974201,0,0.0,False,,,,7500.0,
graph_151209246401,75,33.33333333333333,925,0.5,37,10000,10,7.777650699936203,0.7777650699936203,0,0.0,False,,,,10000.0,
graph_151209246401,75,33.33333333333333,925,0.75,56,50,10,0.17506270000012591,0.01750627000001259,0,0.0,False,,,,50.0,
graph_151209246401,75,33.33333333333333,925,0.75,56,100,10,0.21285150000767317,0.021285150000767316,0,0.0,False,,,,100.0,
graph_151209246401,75,33.33333333333333,925,0.75,56,500,10,0.5206380000017816,0.05206380000017816,0,0.0,False,,,,500.0,
graph_151209246401,75,33.33333333333333,925,0.75,56,1000,10,0.9145274000184145,0.09145274000184145,0,0.0,False,,,,1000.0,
graph_151209246401,75,33.33333333333333,925,0.75,56,2500,10,2.097862399983569,0.2097862399983569,0,0.0,False,,,,2500.0,
graph_151209246401,75,33.33333333333333,925,0.75,56,5000,10,4.097196300019277,0.40971963000192774,0,0.0,False,,,,5000.0,
graph_151209246401,75,33.33333333333333,925,0.75,56,7500,10,6.110966799999005,0.6110966799999005,0,0.0,False,,,,7500.0,
graph_151209246401,75,33.33333333333333,925,0.75,56,10000,10,8.260147199995117,0.8260147199995117,0,0.0,False,,,,10000.0,
